0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0.025603121,0.051619362,0.032900754,-0.0176754,-0.0008785857,0.07379532,-0.021508621,0.01373676,-0.022919346,0.029707681,-0.0025254798,0.05207806,0.08403644,0.026752919,0.018953584,0.058755852,-0.010826547,0.011942682,-0.021270882,-0.027154649,-0.06731835,0.00023675167,-0.030204477,-0.08300579,-0.030371942,0.023778293,-0.010115946,-0.038245004,-0.027147658,-0.062199257,0.014588079,0.027428199,-0.02453161,-0.025967576,0.008708474,0.016910786,-0.02323227,0.0056856778,0.039769493,-0.027122077,0.02271181,-0.062041815,0.024805296,0.0069805393,-0.005941587,0.04182637,-0.060889665,-0.05557983,0.0076063746,0.017409101,0.016681539,0.052470207,0.033256784,-0.008974779,0.008266968,0.009726457,-0.007822558,-0.022168873,0.025735551,-0.011342777,0.0121281585,0.017650636,0.0022347688,-0.055313956,0.053446196,-0.014758652,-0.061911367,-0.008901569,-0.005210687,0.03879301,-0.045645434,-0.06969694,0.004017587,-0.081028804,0.012338206,0.022868115,-0.025787262,-0.006261854,-0.013902044,-0.053570647,-0.060452532,-0.014934383,-0.023287052,-0.057855386,-0.023582108,0.022758598,-0.008909782,-0.013333692,-0.07877996,-0.027688269,0.0005599893,0.00018535469,0.010803141,0.009665184,0.008427207,0.008552037,-0.02240321,0.009135368,0.009050415,0.043438613
0.03819646,-0.029160447,-0.005100336,0.02131829,-0.0013375628,-0.0017014871,-0.034147147,-0.039562576,0.04114446,-0.033477996,-0.031147739,0.01838824,0.02503228,0.0021882874,-0.000106719745,0.035633337,-0.02990267,0.015372245,0.02482235,-0.05993808,0.05502726,0.0039719413,-0.01141181,-0.027613955,0.12011882,-0.021857148,-0.030136742,0.032000657,-0.039182387,0.00045019673,0.0041106595,0.007972105,0.08145499,0.037543274,0.032582458,-0.0007938597,0.10826747,0.020618023,-0.07336013,0.05826839,-0.038897067,0.017404813,0.0387445,-0.07043103,-0.031510383,-0.013282373,-0.037680943,0.021302711,0.050729778,-0.03889058,0.032891355,0.0077188797,0.0194527,-0.04783438,0.0739433,-0.008446307,0.011152028,0.031463686,0.05520495,-0.016000975,0.024458852,0.04391238,-0.017222397,-0.051969163,0.009770051,0.028771335,-0.100582734,-0.014343477,0.01730388,-0.036254298,-0.00867453,0.027931727,-0.027315883,0.053234115,0.0086633945,-0.0011534236,0.04311298,-0.019144073,-0.0239217,-0.06887631,0.031689048,-0.010220539,-0.020687934,-0.051479522,-0.018923895,-0.040627174,0.00925037,0.017860508,-0.04875977,-0.00043549793,0.006657386,0.02209291,-0.07187608,-0.031417355,-0.08263419,-0.030750612,-0.008424917,0.00058701786,-0.02058723,0.08873876
0.054770753,0.045888957,0.020453077,0.014721364,0.0016750135,-0.01215443,-0.014459818,-0.12667319,0.016942842,0.04709416,0.033060778,-0.0308677,0.034983043,-0.033746917,0.013319153,0.0035464477,-0.021120185,0.05525686,-0.0030598827,-0.037196375,0.0034692078,0.11850322,0.020586863,-0.087179944,-0.022633778,-0.048258074,0.06406325,-0.053172458,0.048034493,-0.030012285,0.028664423,-0.06590784,0.00503383,0.06417906,0.01264824,0.020475172,-0.018553443,-0.093898766,-0.08489136,0.0055643003,-0.0023675312,0.053329565,-0.022688534,-0.045095928,0.038170643,-0.007967687,0.00085530104,-0.006372449,0.012692512,0.049131148,0.0077073798,-0.0658525,0.05965904,-0.05229051,-0.044691283,-0.0038451909,-0.031315815,-0.015296136,0.0072550164,-0.017120972,-0.073695496,0.06536075,-0.036868177,-0.050125252,-0.008130945,-0.012389483,-0.015070894,0.000517442,0.07158696,0.06245749,-0.09189115,0.00911077,0.065229416,-0.056552965,-0.012442881,-0.010607183,0.009057259,0.050037157,-0.024056666,-0.008924401,-0.02706609,0.016959501,-0.02498282,0.05316956,0.047954403,-0.0065473267,0.0015751692,0.02028886,0.012796213,0.0034640408,-0.030158062,-0.036028434,-0.07021387,-0.017295636,0.031361867,0.0265102,-0.07655878,-0.010229456,0.018578583,-0.028471738
-0.031719584,-0.043306146,0.055682696,0.07754891,-0.03645098,-0.046725947,-0.010034856,-0.13287483,0.025632601,-0.0006319758,0.0011609332,-0.11906718,-0.03722823,-0.009170287,-0.0875259,0.023116183,0.006030316,-0.02955314,-0.06099055,0.05064234,0.04772144,0.020531448,-0.027388744,-0.0059236675,-0.07656531,-0.053639095,0.05881592,-0.0028225216,0.00025893957,0.07254755,0.017220266,-0.060999535,0.006777265,0.00030266723,-0.06108147,0.03287103,0.041998323,0.07774727,0.018072644,-0.026531855,-0.03453472,0.060774453,-0.007966773,0.08341412,0.0075319563,0.080082044,0.019521398,0.08688772,0.04184515,-0.021740597,-0.04113777,-0.019750658,-0.03271306,0.044147033,-0.015733872,0.049502593,0.07162176,-0.016158858,0.0049570138,-0.045140896,-0.006818747,-0.004654004,0.05417965,0.07952485,-0.062268425,-0.045185093,-0.021587722,-0.0033924675,-0.016297445,0.0064959424,0.0017768184,-0.07798522,-0.0008896457,0.06446843,-0.03331388,0.019727116,-0.07474369,0.01094938,0.05927103,0.046402533,0.009325336,-0.016286623,-0.007371034,0.10695292,0.006999741,-0.009895347,-0.0209976,0.032029867,-0.013547645,-0.035915002,-0.07382662,0.0018221176,0.016373811,-0.017135918,0.08862889,0.032197844,0.049991652,-0.013640064,0.04234598,-0.08014247
-0.022953974,0.009436104,0.050137937,-0.0012594038,-0.03540959,-0.016037447,-0.032111425,-0.060899716,0.02041963,0.0011778582,0.014819513,-0.07634073,0.058001235,0.009440467,-0.04148161,0.0041740653,-0.023499018,-0.025019739,-0.012913591,0.03421875,0.032624044,0.03558591,-0.04148518,0.026640411,-0.048863083,-0.015127261,-0.02034178,-0.10237602,0.021185448,0.013905315,-0.005997118,0.025785632,-0.0057324236,-0.032833382,0.019789627,0.055562466,0.061691698,-0.01949159,-0.06662182,-0.039761253,-0.042940583,0.06936442,-0.043775413,-0.035082884,-0.009623329,0.03599729,-0.036157086,0.01694175,0.06565881,-0.056947958,-0.034379188,-0.05747533,0.04570203,0.040720258,-0.07904092,0.012983177,0.01973068,-0.042909168,0.022945674,0.0202454,0.013384915,0.05956564,-0.022047734,0.02146386,0.018954923,-0.008076126,-0.054856166,-0.004708425,-0.015409335,-0.0074510463,-0.026194062,-0.003725826,0.042692102,-0.02634282,-0.010281911,-0.013878627,0.009200345,-0.042669345,0.04524272,0.005044834,-0.03950249,-0.031074312,-0.025800055,0.04518336,0.0427329,-0.058566995,0.041459296,0.027964823,0.0562016,0.007878083,-0.063558094,0.033459965,-0.035787184,0.016497176,0.083785556,0.061906923,-0.010062214,-0.009274666,-0.012777436,-0.02731188
0.051317725,-0.001114026,-0.03436245,0.0004281593,-0.025870757,0.014915099,0.006216776,0.03207306,0.021666728,-0.019243699,0.004772997,0.06167524,0.024177201,-0.010949958,-0.043132942,0.007288963,0.0192705,-0.00092870125,0.031224089,-0.039005183,-0.017991787,0.050199825,-0.059976794,-0.04896975,0.092846096,0.034358926,-0.053736936,-0.020906532,-0.04507167,0.038001116,-0.043863915,0.013543,0.04732055,0.026929937,-0.0017783863,0.019024746,0.0030864289,-0.024747007,-0.07807434,0.010143585,-0.059552405,-0.002209364,0.022032639,-0.12645465,-0.021779241,-0.01164193,-0.015339568,-0.0037855622,0.043431718,-0.041816957,0.054870456,-0.03541766,0.0673682,-0.03283949,0.045498185,-0.0037171263,-0.032029413,0.08986867,0.002963949,0.002016504,-0.011083158,0.015054386,-0.008767994,-0.05615306,0.009002664,-0.008911194,-0.0309162,0.016372709,0.028764132,-0.047652006,0.015319761,0.008215091,-0.017137539,0.022048516,0.06706326,0.033808097,0.045311894,-0.047357656,-0.045291975,-0.057638686,0.027700821,-0.006902744,-0.04645478,-0.041331455,0.022863824,-0.02466911,-0.0067438404,0.05271296,-0.05906065,0.043479282,0.05616132,-0.012181088,-0.07904844,-0.015979704,-0.022566844,0.017860385,0.023510396,0.018782886,-0.06266662,0.041925088
0.086023666,-0.015889006,-0.016979834,-0.056861807,-0.036185037,0.020564845,-0.039716486,-0.048957046,-0.031509824,0.027587723,0.0072809826,-0.007237719,0.07095298,0.024197545,0.013242041,0.00084669935,-0.0013468324,0.04851747,-0.061860263,-0.048449244,0.061117608,0.013465684,-0.008268853,-0.01726396,0.06533659,-0.050157268,0.04396525,-0.02570301,0.05792139,-0.07398615,0.022308325,0.040602878,0.00855338,0.023245072,0.10985007,-0.008745709,-0.007224704,-0.028845584,-0.033942718,0.02867075,0.022162374,0.027939316,-0.007555648,-0.062460985,0.037240073,-0.04455121,-0.039189767,-0.04369094,0.012936155,0.009700041,0.0012904754,-0.045771006,0.044165354,-0.0285882,-0.06307044,0.0071353833,0.023742374,-0.042792946,0.028010977,0.026040522,-0.041151207,0.07277546,-0.04002558,-0.00014658713,0.005370594,-0.0015028187,-0.08191177,0.00062788604,0.004049224,0.035204213,-0.049367562,0.0016832347,-0.031039372,-0.047083527,-0.00021816255,-0.031109566,0.034820043,0.02745628,-0.001909139,-0.030896032,-0.0326424,0.006185577,-0.044716932,-0.041490853,0.014651268,-0.0049341614,0.022685435,0.017199071,-0.030972172,0.015236256,0.0055513536,0.018043328,-0.049100563,0.0056469454,-0.05280176,-0.028605655,-0.0103503335,0.026509684,-0.04228283,-0.04071757
-0.04218045,-0.0067850514,0.069132775,0.044952657,-0.038847107,0.034458656,0.045293335,-0.086189754,-0.028627131,-0.1174716,-0.11634705,-0.030131986,0.0067129177,-0.019993521,-0.074054554,-0.03491818,0.10609749,0.006510535,0.04553806,0.054462742,0.03746562,-0.02984455,0.03614847,-0.003118008,0.038488973,0.032521613,-0.043385744,0.05937169,-0.027267134,0.012120284,-0.0072915102,0.16409418,-0.0217244,-0.06281423,0.055187866,0.0079478165,0.19928153,0.045225184,0.050669614,0.058063563,0.04409381,0.050787758,-0.038396828,0.083339736,-0.014270623,0.061098695,-0.081515044,0.086814865,-0.03557205,-0.12913077,-0.03998836,0.04596783,-0.039170116,0.022616098,0.09885014,-0.100088686,0.030174457,0.050831947,0.062457535,-0.024941918,-0.04778268,0.064039454,-0.055476192,-0.08566668,0.015308528,0.06634999,0.016137956,0.010730307,-0.08113517,0.037299003,-0.125222,0.004349258,0.089992896,0.060558196,-0.008562757,-0.05632751,-0.13273205,-0.061541878,-0.0018017957,0.060054064,0.031452414,-0.036498223,-0.0012674808,0.0080271335,-0.0057281954,0.08335065,0.0094442805,0.0076508285,-0.021038078,-0.14215317,0.030558491,-0.10867806,0.042525165,-0.010735879,-0.045733303,0.0075270776,0.00018000264,0.01816787,-0.034457993,-0.005409631
-0.00086787075,0.01214425,0.011608702,0.031202331,-0.03774759,-0.0003516656,-0.03534678,-0.03781133,0.050031878,-0.0400884,0.02361889,-0.015566332,-0.038390104,-0.011520398,0.025739174,-0.0066344882,0.025160097,0.0053878245,0.06762054,0.028276544,0.037266918,0.029389929,-0.0023798794,0.019341987,0.031788472,-0.0023065675,0.02042488,0.011825822,-0.03344974,0.045057088,-0.032173198,0.016376482,0.02270485,0.0050131483,0.013143883,0.03738634,0.045859024,-0.053172678,-0.04379241,0.02398918,-0.047550548,0.04420564,-0.008981486,-0.018040752,-0.028979754,0.0198857,-0.016289005,0.04117817,-0.017198168,-0.0459283,0.0066420045,0.0053814044,0.068958275,-0.032768216,0.044177882,-0.02569501,-0.029919825,0.026458127,-0.0018208183,0.004038754,-0.033672586,0.022376679,-0.05346899,-0.092622526,0.013908206,0.034576662,-0.011882907,-0.016694317,-0.03096959,-0.012857366,-0.019203842,0.0736545,0.025725478,0.0018894315,-0.01631216,-0.06260235,-0.020982355,-0.028894173,0.05220735,0.05086226,-0.01715581,0.0015677448,-0.01631251,0.010708181,-0.0072264634,-0.032117944,0.052653078,0.04541531,0.027222218,0.0019161043,-0.018699262,0.008491023,-0.038876608,-0.046846095,-0.0038283872,0.031482406,0.008988667,-0.05191822,-0.018160827,0.0051244805
-0.00089710293,-0.014422756,0.012813173,-0.0445812,0.038659845,-0.037788447,-0.0019519776,-0.020627528,-0.033995654,-0.042438846,-0.003719103,-0.059825458,0.0021536127,-0.057361465,-0.051169697,-0.03510606,-0.020689126,-0.017160555,-0.015521255,0.003425781,0.023305014,-0.06521403,0.036121827,0.07374009,0.020912616,-0.02395267,0.014555634,-0.07262431,0.035678275,-0.025339767,-0.04441296,0.04866055,-0.0066092657,-0.024442546,0.104850344,-0.008806025,0.06202448,-0.020916535,0.0032200217,0.0149995275,0.03447192,0.095121644,-0.03465251,-0.004852749,-0.0071661915,-0.0040048887,0.058232013,0.0045095836,-0.02607686,-0.10529521,0.0048995283,-0.058797076,0.03988104,0.018118607,-0.05050684,-0.037412032,0.025352096,0.023856148,-0.037749298,0.02956679,-0.036210295,0.009000466,-0.07143725,0.0007568395,0.0044116024,-0.022506658,0.05039627,-0.021430396,-0.0590249,-0.07183807,-0.045832824,0.056372814,0.033661768,0.056897048,-0.015956713,0.0034149552,-0.013755343,-0.032346677,0.07248029,0.07318346,-0.0024359657,-0.014288185,0.054447755,0.058306653,-0.0019959505,0.052450538,-0.014749292,0.006060452,0.051436126,-0.008101897,-0.020778587,0.018532312,-0.035265584,0.027952071,0.025519188,0.017064393,-0.007077904,0.005164348,-0.06753308,-0.042289313
